# name,planet_status,mass,radius,orbital_period,discovered,updated,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_detected_disc,star_magnetic_field
KOI-5 b,Confirmed,,0.0589,7.05186,2013,2022-09-26,10.5,,,,,,0.05,,1.747,,,5753,,
KOI-5372 b,Confirmed,,0.146,212.60398,2017,2022-06-08,,13.786,12.758,12.443,12.32,,0.08,1.022,1.207,,,5834,,
KOI-55 b,Confirmed,0.0014,0.068,0.240104,2011,2021-02-05,14.87,,15.356,15.593,,1180,,0.5,0.2,B,0.0184,27730,,
KOI-55 c,Confirmed,0.0021,0.077,0.342887,2011,2021-02-05,14.87,,15.356,15.593,,1180,,0.5,0.2,B,0.0184,27730,,
KOI-5645.01,Candidate,,,580.8532679,2017,2022-10-06,,15.689,14.656,14.302,14.216,1217.55,,0.94,0.85,,,5424,,
KOI-5833 b,Candidate,,0.31,440.167,2015,2020-04-15,13.4,,,,,,-0.46,0.98,1,,,6277,,
KOI-5929 b,Candidate,,0.37,466.0001,2015,2020-04-15,15.2,,,,,,-0.14,0.86,0.82,,,5830,,
KOI-6274 b,Candidate,,0.139,18.1775122,2017,2022-06-09,,15.123,14.188,13.862,13.758,,-0.06,1.092,1.023,,,6147,,
KOI-6276 b,Confirmed,,0.061,3.09872371,2017,2022-06-09,,15.211,13.527,12.925,12.718,,-0.2,0.427,0.41,,,3627,,
KOI-6526 b,Confirmed,,0.83,486.77832,2017,2022-06-10,,13.525,12.201,11.683,11.546,,-0.16,1.765,4.95,,,5039,,
KOI-6532 b,Confirmed,,0.131,0.813998777,2017,2022-06-09,,15.324,14.23,13.929,13.823,,0,0.945,0.989,,,5705,,
KOI-6538 b,Confirmed,,0.136,129.839927,2017,2022-06-08,,14.321,13.381,13.053,13.017,,-0.12,1.035,1.032,,,6133,,
KOI-6653 b,Confirmed,,0.109,28.2682167,2017,2022-06-10,,14.667,13.576,13.155,13.145,,0.04,0.939,0.838,,,5496,,
KOI-6656 b,Confirmed,,0.154,0.576272479,2017,2022-06-10,,13.757,12.974,12.8,12.713,,-0.24,1.435,1.709,,,7289,,
KOI-6664 b,Confirmed,,0.086,14.7638878,2017,2022-06-09,,15.318,14.282,13.883,13.816,,-0.46,0.798,0.742,,,5547,,
KOI-6666 b,Confirmed,,0.068,1.118507672,2017,2022-06-08,,14.588,13.627,13.277,13.279,,-0.26,0.953,0.863,,,5918,,
KOI-6672 b,Confirmed,,0.0928,2.28494299,2017,2022-06-08,,14.915,13.897,13.426,13.302,,-0.16,0.84,0.793,,,5393,,
KOI-6791 b,Confirmed,,3.331,36.47311641,2017,2022-06-10,,14.114,13.044,12.686,12.578,,-0.26,0.838,0.769,,,5461,,
KOI-6793 b,Confirmed,,0.075,3.62658665,2017,2022-06-10,,14.578,13.443,13.025,12.919,,-0.08,0.886,0.799,,,5411,,
KOI-6795 b,Confirmed,,5.165,7.841067222,2017,2022-06-10,,14.939,13.969,13.539,13.528,,-0.42,0.919,0.849,,,5985,,
KOI-6798 b,Confirmed,,0.3,2.64182865,2017,2022-06-08,,13.219,11.968,11.451,11.369,,-0.8,0.805,2.935,,,5195,,
KOI-682 b,Controversial,,0.88,562.70945,2015,2020-04-15,14.2,,,,,,0.34,1.02,1.17,,,5589,,
KOI-6918 b,Confirmed,,0.55,0.902403563,2017,2022-06-10,,14.389,13.423,13.048,13.002,,-0.58,0.826,0.755,,,5776,,
KOI-6919 b,Confirmed,,0.11,8.79986138,2017,2022-06-10,,15.333,13.845,13.161,13.017,,0.12,0.668,0.675,,,4298,,
KOI-6921 b,Confirmed,,0.11,6.8777602,2017,2022-06-10,,14.917,13.966,13.7,13.646,,-0.1,1.078,1.106,,,6276,,
KOI-6925 b,Confirmed,,0.084,12.9489256,2017,2022-06-10,,15.08,13.574,12.918,12.718,,-0.1,0.545,0.525,,,3867,,
KOI-6931 b,Confirmed,,0.106,2.54029506,2017,2022-06-08,,15.674,14.64,14.318,14.145,,0.07,1.028,0.911,,,5778,,
KOI-6934 b,Confirmed,,0.198,22.2546864,2017,2022-06-08,,13.877,12.633,12.2,12.12,,-0.12,1.197,2.388,,,5349,,
KOI-7051 b,Confirmed,,0.106,0.772807044,2017,2022-06-10,,15.433,13.886,13.313,13.191,,-0.16,0.659,0.668,,,4535,,
KOI-7054 b,Confirmed,,8.057,0.530967178,2017,2022-06-10,,10.127,9.481,9.206,9.128,,-0.14,0.983,0.991,,,5951,,
KOI-7057 b,Confirmed,,0.529,0.61932352,2017,2022-06-09,,13.057,12.22,12.048,12.051,,-0.24,1.434,1.844,,,7105,,
KOI-7069 b,Confirmed,,0.136,1.01486138,2017,2022-06-08,,15.382,14.344,14.06,14.004,,-0.08,1.08,1.024,,,6158,,
KOI-7073 b,Confirmed,,2.6987,279.012698,2017,2022-06-08,,12.911,12.055,11.786,11.773,,-0.12,1.08,1.143,,,6338,,
KOI-7076 b,Confirmed,,0.12,16.234743,2017,2022-06-08,,14.153,13.307,13.059,13.013,,-0.06,1.2,1.178,,,6475,,
KOI-7197 b,Confirmed,,0.131,1.74147417,2017,2022-06-08,,15.962,14.809,14.307,14.202,,-0.1,0.855,0.763,,,5227,,
KOI-7205 b,Confirmed,,0.881,2.3532493,2017,2022-06-10,,13.854,12.867,12.521,12.454,,,1,1,,,5780,,
KOI-7209,Confirmed,,0.076,8.2553601,2017,2022-06-08,,13.672,12.874,12.536,12.487,,-0.18,1.066,1.113,,,6357,,
KOI-7319 b,Confirmed,,0.087,17.1677675,2017,2022-06-10,,15.305,13.684,13.043,12.874,,0,0.535,0.526,,,3761,,
KOI-7320 b,Confirmed,,0.062,8.502285,2017,2022-06-09,,14.409,13.188,12.687,12.573,,-0.24,0.693,0.715,,,4889,,
KOI-7327 b,Confirmed,,0.174,17.9908748,2017,2022-06-08,,15.516,14.19,13.683,13.646,,-0.1,0.727,0.752,,,4918,,
KOI-7368 b,Confirmed,,0.1981,6.8430341,2017,2022-11-13,,12.609,11.296,10.884,10.794,,0.14,0.883,0.827,,,5225,,
KOI-74 b,Candidate,264,0.4,5.188754,2010,2021-10-02,,,,,,1000,,2.22,1.899,A1V,,9400,,
KOI-7449 b,Confirmed,,1.252,1.322475635,2017,2022-06-10,,13.983,12.734,12.147,12.089,,-1.08,0.548,0.548,,,4668,,
KOI-7455,Confirmed,,0.218,3.773744,2017,2022-06-10,,,10.771,10.687,10.639,,-0.5,1.44,2.069,,,7302,,
KOI-7460 b,Confirmed,,0.136,5.70509845,2017,2022-06-08,,15.328,14.213,13.791,13.783,,0.04,0.88,0.927,,,5455,,
KOI-771 b,Confirmed,,1.23,670.6502,2015,2015-12-10,15.2,,,,,,0.48,0.95,0.94,,,5520,,
KOI-7913 b,Confirmed,,0.1998,24.278571,2022,2022-11-13,14.2,,,,,273.24,,0.76,0.79,,,,,
KOI-847 c,Candidate,,0.51,1106.343,2016,2021-09-27,15.45,,,,,,-0.58,0.779,0.764,,,5665,,
KOI-883 b,Candidate,,1.105,2.688899317,2017,2022-01-06,,15.414,14.178,13.631,13.522,,-0.38,0.702,0.643,,,4809,,
KOI-972.01,Candidate,,0.274,13.11896676,2017,2022-10-07,9.4,,,,,227,0.21,1.85,1.57,A6IV,,7800,,
KOI-972.02,Candidate,,0.2204,7.821931,2015,2022-10-07,9.4,,,,,227,0.21,1.85,1.57,A6IV,,7800,,
KOI-974 b,Candidate,,2.51,53.505838,2011,2019-09-23,,,,,,214,,1.27,1.86,,,6236,,
KOI-984 b,Confirmed,0.0544,0.384,4.2881785,2017,2022-11-14,12,,,,,229.63,0.12,0.928,0.818,,,5295,,
KOI-984 c,Confirmed,0.6601,,21.512,2021,2022-11-14,12,,,,,229.63,0.12,0.928,0.818,,,5295,,
KPD 0005+5106 b,Candidate,1,1,0.196,2021,2021-06-25,13,,,,,387,,,,D0Z1,,200000,,
KPS-1 b,Confirmed,1.09,1.03,1.706291,2018,2018-04-17,13,,,,,,0.22,0.892,0.907,,,5165,,
Ka`epaoka`awela,Candidate,,,4255,2018,2020-03-24,,,,,,,,1,1,,,,,
Kapteyn's b,Controversial,,,121.1,2014,2019-06-14,8.8,,,,,3.91,-0.86,0.281,0.29,dM1,8,3550,,
Kapteyn's c,Controversial,,,48.58,2014,2021-04-11,8.8,,,,,3.91,-0.86,0.281,0.29,dM1,8,3550,,
Kepler-10 b,Confirmed,0.0145,0.132,0.837491,2011,2021-02-05,11.16,,9.889,9.563,,186.5,-0.15,0.91,1.06,G,10.6,5708,,
Kepler-10 c,Confirmed,0.02319,0.2097,45.2946,2011,2021-02-05,11.16,,9.889,9.563,,186.5,-0.15,0.91,1.06,G,10.6,5708,,
Kepler-100 b,Confirmed,0.023,0.118,6.88705,2014,2021-02-05,,,10.081,9.804,,307.34,0.02,1.08,1.49,,6.46,5825,,
Kepler-100 c,Confirmed,0.02218,0.196,12.8159,2014,2021-02-05,,,10.081,9.804,,307.34,0.02,1.08,1.49,,6.46,5825,,
Kepler-100 d,Confirmed,0.00944,0.144,35.3331,2014,2021-02-05,,,10.081,9.804,,307.34,0.02,1.08,1.49,,6.46,5825,,
Kepler-1000 b,Confirmed,,0.425,120.0181272,2016,2021-02-05,,,12.319,12.137,12.094,925,0.35,1.4,1.51,,1.26,6453,,
Kepler-1001 b,Confirmed,,0.281,14.30511983,2016,2021-02-05,,,14.109,13.718,13.662,1009,-0.03,0.9,0.88,,4.68,5491,,
Kepler-1001 c,Confirmed,,0.141,9.18186,2020,2021-02-05,,,14.109,13.718,13.662,1009,-0.03,0.9,0.88,,4.68,5491,,
Kepler-1002 b,Confirmed,,0.153,4.33642933,2016,2021-02-05,,,10.689,10.449,10.374,425,0.04,1.22,1.57,,4.07,6144,,
Kepler-1003 b,Confirmed,,0.159,3.55485691,2016,2021-02-05,,,12.95,12.637,12.623,873,0.01,1.11,1.17,,3.16,6109,,
Kepler-1004 b,Confirmed,,0.56,5.28789787,2016,2021-02-05,,,11.7,11.155,11.06,1080,-0.04,1.11,3.39,,7.76,4972,,
Kepler-1005 b,Confirmed,,0.134,6.49801525,2016,2021-02-05,,,12.091,11.788,11.718,515,0.02,1,1.06,,6.17,5782,,
Kepler-1006 b,Confirmed,,0.137,19.76172042,2016,2021-02-05,,,13.053,12.625,12.502,496,-0.4,0.78,0.74,,4.27,5328,,
Kepler-1007 b,Confirmed,,0.128,5.18500207,2016,2021-02-05,,,12.94,12.326,12.224,365,0.03,0.73,0.7,,4.17,4587,,
Kepler-1008 b,Confirmed,,0.114,12.43931193,2016,2021-02-05,,,11.93,11.46,11.378,299,-0.01,0.81,0.78,,6.76,5066,,
Kepler-1009 b,Confirmed,,0.194,11.35011917,2016,2021-02-05,,,13.192,12.518,12.347,281,-0.12,0.59,0.57,,3.16,4027,,
Kepler-101 b,Confirmed,0.16,0.51,3.4876812,2014,2021-02-05,,,12.403,12.112,12.011,953.44,0.33,1.17,1.56,G3 IV,5.9,5667,,
Kepler-101 c,Confirmed,0.01,0.112,6.02976,2014,2021-02-05,,,12.403,12.112,12.011,953.44,0.33,1.17,1.56,G3 IV,5.9,5667,,
Kepler-1010 b,Confirmed,,0.207,34.2685705,2016,2021-02-05,,,13.293,12.878,12.771,610,-0.01,0.86,0.82,,4.79,5253,,
Kepler-1011 b,Confirmed,,0.256,5.75322197,2016,2021-02-05,,,13.832,13.432,13.361,860,0.08,0.91,0.88,,4.47,5416,,
Kepler-1012 b,Confirmed,,0.115,5.50860439,2016,2021-02-05,,,12.064,11.755,11.664,420,0.05,0.95,0.91,,3.72,5556,,
Kepler-1013 b,Confirmed,,0.192,18.93054959,2016,2021-02-05,,,12.881,12.37,12.289,433,0.04,0.81,0.76,,4.27,4954,,
Kepler-1014 b,Confirmed,,0.213,16.57110363,2016,2021-02-05,,,13.37,12.937,12.898,672,-0.06,0.88,0.84,,4.79,5388,,
Kepler-1015 b,Confirmed,,0.317,16.00494214,2016,2021-02-05,,,11.887,11.713,11.684,932,0.06,1.49,1.81,,1.58,6769,,
Kepler-1016 b,Confirmed,,0.194,1.95452434,2016,2021-02-05,,,14.179,13.843,13.728,1239,-0.03,0.99,1,,3.89,5821,,
Kepler-1016 c,Confirmed,,0.328,105.6551369,2016,2021-02-05,,,14.179,13.843,13.728,1239,-0.03,0.99,1,,3.89,5821,,
Kepler-1017 b,Confirmed,,0.178,7.23400469,2016,2021-02-05,,,12.838,12.475,12.396,554,0.04,0.93,0.87,,2.95,5473,,
Kepler-1018 b,Confirmed,,0.23,49.1013514,2016,2021-02-05,,,13.838,13.458,13.373,894,-0.05,0.91,0.88,,4.47,5518,,
Kepler-1019 b,Confirmed,,0.13,1.41122985,2016,2021-02-05,,,11.767,11.166,11.003,198,0.01,0.7,0.67,,3.55,4433,,
Kepler-102 b,Confirmed,0.01353,0.042,5.28696,2014,2023-01-23,11.492,11.15,9.984,9.446,9.351,108.13,0.18,0.81,0.76,,1.41,4909,,
Kepler-102 c,Confirmed,0.00944,0.052,7.07142,2014,2021-04-12,11.492,11.15,9.984,9.446,9.351,108.13,0.18,0.81,0.76,,1.41,4909,,
Kepler-102 d,Confirmed,0.012,0.105,10.3117,2014,2021-02-05,11.492,11.15,9.984,9.446,9.351,108.13,0.18,0.81,0.76,,1.41,4909,,
Kepler-102 e,Confirmed,0.028,0.198,16.1457,2013,2021-02-05,11.492,11.15,9.984,9.446,9.351,108.13,0.18,0.81,0.76,,1.41,4909,,
Kepler-102 f,Confirmed,0.01636,0.079,27.4536,2014,2021-04-12,11.492,11.15,9.984,9.446,9.351,108.13,0.18,0.81,0.76,,1.41,4909,,
Kepler-1020 b,Confirmed,,0.203,96.9151496,2016,2021-02-05,,,12.654,12.213,12.15,446,0,0.87,0.8,,3.63,5227,,
Kepler-1021 b,Confirmed,,0.208,13.47469571,2016,2021-02-05,,,13.833,13.412,13.332,837,-0.05,0.89,0.86,,4.68,5431,,
Kepler-1022 b,Confirmed,,0.211,10.99469878,2016,2021-02-05,,,13.54,12.907,12.821,455,0.06,0.71,0.68,,3.63,4445,,
Kepler-1023 b,Confirmed,,0.235,62.1387714,2016,2021-02-05,,,13.243,12.897,12.762,686,0.05,0.93,0.89,,4.47,5494,,
Kepler-1024 b,Confirmed,,0.349,66.4162133,2016,2021-02-05,,,14.589,14.053,14.05,1017,-0.1,0.81,0.78,,5.25,5143,,
Kepler-1025 b,Confirmed,,0.177,37.3229493,2016,2021-02-05,,,12.572,12.265,12.217,716,-0.03,1.09,1.13,,3.31,6089,,
Kepler-1026 b,Confirmed,,0.197,36.5156053,2016,2021-02-05,,,12.686,12.178,12.077,389,-0.02,0.79,0.75,,4.57,4948,,
Kepler-1027 b,Confirmed,,0.079,1.9078052,2016,2021-02-05,,,11.542,11.23,11.119,291,-0.06,0.91,0.82,,1.41,5436,,
Kepler-1028 b,Confirmed,,0.119,2.51462432,2016,2021-02-05,,,13.124,12.726,12.63,633,-0.09,0.9,0.87,,4.68,5522,,
Kepler-1029 b,Confirmed,,0.112,4.41769648,2016,2021-02-05,,,12.766,12.301,12.169,422,0.01,0.82,0.77,,4.07,5030,,
Kepler-103 b,Confirmed,0.031,0.301,15.9654,2014,2021-02-05,12.287,12.132,11.193,10.941,10.873,501.93,0.07,1.09,1.44,,5.7,5845,,
Kepler-103 c,Confirmed,0.114,0.459,179.612,2014,2021-02-05,12.287,12.132,11.193,10.941,10.873,501.93,0.07,1.09,1.44,,5.7,5845,,
Kepler-1030 b,Confirmed,,0.221,19.32952416,2016,2021-02-05,,,14.197,13.711,13.578,795,-0.01,0.8,0.76,,4.37,4983,,
Kepler-1031 b,Confirmed,,0.078,1.22621732,2016,2021-02-05,,,12.702,12.401,12.353,741,0.03,1.09,1.12,,3.39,6011,,
Kepler-1032 b,Confirmed,,0.167,3.29011795,2016,2021-02-05,,,13.926,13.361,13.301,607,0.16,0.77,0.71,,1.86,4647,,
Kepler-1033 b,Confirmed,,0.224,7.56052806,2016,2021-02-05,,,14.684,14.381,14.283,1425,0.06,0.94,0.92,,5.01,5547,,
Kepler-1034 b,Confirmed,,0.202,12.12400943,2016,2021-02-05,,,13.719,13.252,13.158,706,-0.06,0.83,0.8,,4.79,5198,,
Kepler-1035 b,Confirmed,,0.104,2.71407755,2016,2021-02-05,,,11.817,11.459,11.416,408,-0.03,0.98,0.97,,4.47,5763,,
Kepler-1036 b,Confirmed,,0.269,122.8808058,2016,2021-02-05,,,12.521,12.207,12.124,507,0.04,0.95,0.89,,3.24,5533,,
Kepler-1037 b,Confirmed,,0.114,1.06378867,2016,2021-02-05,,,12.821,12.327,12.248,451,-0.03,0.82,0.78,,5.13,5105,,
Kepler-1038 b,Confirmed,,0.315,148.4603382,2016,2021-02-05,,,13.376,12.923,12.782,622,-0.04,0.87,0.83,,4.27,5335,,
Kepler-1039 b,Confirmed,,0.13,0.93488424,2016,2021-02-05,,,12.424,11.863,11.753,324,0.01,0.79,0.74,,4.37,4870,,
Kepler-104 b,Confirmed,0.0167,0.277,11.427548,2014,2022-08-31,,,11.558,11.251,11.209,405.42,-0.777,0.81,1.35,,,5711,,
Kepler-104 c,Confirmed,0.0242,0.279,23.668205,2014,2022-08-31,,,11.558,11.251,11.209,405.42,-0.777,0.81,1.35,,,5711,,
Kepler-104 d,Confirmed,0.0311,0.319,51.755394,2014,2022-08-31,,,11.558,11.251,11.209,405.42,-0.777,0.81,1.35,,,5711,,
Kepler-1040 b,Confirmed,,0.186,201.1214,2016,2021-02-05,,,12.181,11.845,11.772,473,0.01,0.98,0.96,,4.17,5694,,
Kepler-1041 b,Confirmed,,0.262,24.7576421,2016,2021-02-05,,,13.405,13.096,13.034,979,0.01,1.06,1.08,,3.55,5957,,
Kepler-1042 b,Confirmed,,0.195,10.13202575,2016,2021-02-05,,,14.022,13.44,13.368,659,-0.1,0.75,0.72,,4.79,4815,,
Kepler-1043 b,Confirmed,,0.227,38.5053398,2016,2021-02-05,,,13.604,13.197,13.195,838,-0.11,0.92,0.9,,4.47,5629,,
Kepler-1044 b,Confirmed,,0.238,6.77408868,2016,2021-02-05,,,14.268,13.967,13.903,1507,0.04,1.08,1.11,,3.55,5985,,
Kepler-1045 b,Confirmed,,0.24,26.41045478,2016,2021-02-05,,,14.249,13.842,13.757,971,-0.03,0.86,0.82,,4.47,5301,,
Kepler-1046 b,Confirmed,,0.153,14.37508035,2016,2021-02-05,,,12.123,11.829,11.73,518,0,1.04,1.04,,3.63,5913,,
Kepler-1047 b,Confirmed,,0.186,56.1886887,2016,2021-02-05,,,12.174,11.872,11.803,566,0.29,1.08,1.13,,4.47,5754,,
Kepler-1047 c,Confirmed,,0.088,3.18897601,2016,2021-02-05,,,12.174,11.872,11.803,566,0.29,1.08,1.13,,4.47,5754,,
Kepler-1048 b,Confirmed,,0.144,6.92101021,2016,2021-02-05,,,13.131,12.539,12.447,415,0.01,0.75,0.7,,3.98,4651,,
Kepler-1049 b,Confirmed,,0.085,3.27346074,2016,2021-02-05,,,11.971,11.348,11.18,129,-0.33,0.51,0.49,,3.8,3864,,
Kepler-105 b,Confirmed,0.016,0.429,5.4122,2013,2021-02-05,,,11.811,11.555,11.503,465.33,-0.19,0.96,0.89,,,5827,,
Kepler-105 c,Confirmed,0.01447,0.117,7.1262,2014,2021-02-05,,,11.811,11.555,11.503,465.33,-0.19,0.96,0.89,,,5827,,
Kepler-1050 b,Confirmed,,0.143,15.3787546,2016,2021-02-05,,,12.042,11.753,11.717,555,0.03,1.09,1.13,,3.55,6010,,
Kepler-1050 c,Confirmed,,0.132,21.1284569,2016,2021-02-05,,,12.042,11.753,11.717,555,0.03,1.09,1.13,,3.55,6010,,
Kepler-1051 b,Confirmed,,0.303,25.96200249,2016,2021-02-05,,,12.221,11.993,12.01,1021,0.04,1.43,1.73,,1.74,6675,,
Kepler-1052 b,Confirmed,,0.261,34.8538276,2016,2021-02-05,,,13.727,13.393,13.305,1051,0,1.03,1.03,,3.55,5888,,
Kepler-1053 b,Confirmed,,0.087,2.41435165,2016,2021-02-05,,,11.334,10.736,10.585,171,0.1,0.74,0.69,,3.09,4529,,
Kepler-1054 b,Confirmed,,0.235,4.30655689,2016,2021-02-05,,,13.007,12.762,12.693,1050,0.09,1.22,1.34,,2.82,6209,,
Kepler-1055 b,Confirmed,,0.11,2.29503623,2016,2021-02-05,,,11.956,11.628,11.569,422,-0.02,0.98,0.94,,3.09,5723,,
Kepler-1056 b,Confirmed,,0.269,27.495606,2016,2021-02-05,,,13.242,12.895,12.827,971,0.02,1.12,1.2,,2.95,6127,,
Kepler-1057 b,Confirmed,,0.3,14.08827448,2016,2021-02-05,,,14.336,13.977,13.924,1462,0.01,1.07,1.1,,3.09,5987,,
Kepler-1058 b,Confirmed,,0.243,110.96546,2016,2021-02-05,,,13.729,13.133,13.005,525,-0.06,0.73,0.69,,3.39,4644,,
Kepler-1059 b,Confirmed,,0.154,3.76419105,2016,2021-02-05,,,13.993,13.427,13.351,673,-0.15,0.75,0.72,,5.37,4906,,
Kepler-106 b,Confirmed,0.01668,0.073,6.16486,2014,2021-02-05,12.882,12.706,11.752,11.494,11.431,449.98,-0.12,1,1.04,,4.83,5858,,
Kepler-106 c,Confirmed,0.033,0.223,13.5708,2014,2021-02-05,12.882,12.706,11.752,11.494,11.431,449.98,-0.12,1,1.04,,4.83,5858,,
Kepler-106 d,Confirmed,0.02549,0.085,23.9802,2014,2021-02-05,12.882,12.706,11.752,11.494,11.431,449.98,-0.12,1,1.04,,4.83,5858,,
Kepler-106 e,Confirmed,0.035,0.228,43.8445,2014,2021-02-05,12.882,12.706,11.752,11.494,11.431,449.98,-0.12,1,1.04,,4.83,5858,,
Kepler-1060 b,Confirmed,,0.212,46.8779367,2016,2021-02-05,,,13.436,13.088,12.964,861,-0.03,0.99,0.99,,4.27,5797,,
Kepler-1061 b,Confirmed,,0.177,2.75798267,2016,2021-02-05,,,12.21,11.98,11.934,585,-0.03,1.09,1.07,,2.14,6067,,
Kepler-1062 b,Confirmed,,0.157,9.30412078,2016,2021-02-05,,,13.025,12.444,12.333,388,0.11,0.75,0.7,,2.45,4597,,
Kepler-1063 b,Confirmed,,0.133,14.07971466,2016,2021-02-05,,,11.159,10.83,10.793,365,0.09,1.09,1.14,,3.39,5945,,
Kepler-1064 b,Confirmed,,0.138,16.54080322,2016,2021-02-05,,,12.33,11.888,11.817,374,0,0.85,0.79,,3.89,5153,,
Kepler-1065 b,Confirmed,,0.333,3.60930891,2016,2021-02-05,,,14.178,13.802,13.671,1078,-0.01,0.94,0.93,,4.47,5635,,
Kepler-1065 c,Confirmed,,0.143,2.37030743,2016,2021-02-05,,,14.178,13.802,13.671,1078,-0.01,0.94,0.93,,4.47,5635,,
Kepler-1066 b,Confirmed,,0.211,1.93155984,2016,2021-02-05,,,11.783,11.403,11.362,399,-0.03,0.98,0.98,,3.8,5762,,
Kepler-1067 b,Confirmed,,0.071,0.76212926,2016,2021-02-05,,,13.105,12.778,12.656,689,0.03,0.95,0.93,,4.79,5592,,
Kepler-1068 b,Confirmed,,0.324,16.92344113,2016,2021-02-05,,,14.638,14.319,14.161,1532,0.03,1.01,1.01,,4.17,5806,,
Kepler-1069 b,Confirmed,,0.143,23.8990296,2016,2021-02-05,,,11.945,11.628,11.538,435,0.04,0.99,0.98,,4.37,5722,,
Kepler-107 b,Confirmed,0.01104,0.137,3.1800218,2014,2021-02-05,,,11.392,11.114,11.06,525.5,0.321,1.24,1.45,,4.29,5854,,
Kepler-107 c,Confirmed,0.02954,0.142,4.901452,2014,2021-02-05,,,11.392,11.114,11.06,525.5,0.321,1.24,1.45,,4.29,5854,,
Kepler-107 d,Confirmed,0.01196,0.077,7.95839,2014,2021-02-05,,,11.392,11.114,11.06,525.5,0.321,1.24,1.45,,4.29,5854,,
Kepler-107 e,Confirmed,0.02706,0.259,14.749143,2014,2021-02-05,,,11.392,11.114,11.06,525.5,0.321,1.24,1.45,,4.29,5854,,
Kepler-1070 b,Confirmed,,0.154,6.2216147,2016,2021-02-05,,,12.956,12.701,12.681,1040,0.03,1.21,1.32,,2.75,6261,,
Kepler-1071 b,Confirmed,,0.212,6.1799844,2016,2021-02-05,,,14.371,13.97,13.775,964,0.01,0.86,0.81,,4.27,5215,,
Kepler-1072 b,Confirmed,,0.141,1.5690665,2016,2021-02-05,,,12.852,12.604,12.566,976,0.07,1.2,1.32,,2.88,6199,,
Kepler-1073 b,Confirmed,,0.205,8.67888593,2016,2021-02-05,,,13.332,12.957,12.924,837,0,1,1,,3.72,5792,,
Kepler-1073 c,Confirmed,,0.146,4.02582254,2016,2021-02-05,,,13.332,12.957,12.924,837,0,1,1,,3.72,5792,,
Kepler-1074 b,Confirmed,,0.112,5.94566534,2016,2021-02-05,,,12.876,12.211,12.073,245,-0.06,0.6,0.57,,3.55,4002,,
Kepler-1075 b,Confirmed,,0.127,1.52372816,2016,2021-02-05,,,13.217,12.555,12.415,265,-0.17,0.56,0.54,,2.95,3959,,
Kepler-1076 b,Confirmed,,0.071,6.14727918,2016,2021-02-05,,,11.305,10.791,10.664,199,-0.01,0.79,0.74,,3.72,4868,,
Kepler-1077 b,Confirmed,,0.247,34.3511874,2016,2021-02-05,,,13.83,13.481,13.496,1098,0.03,1.02,1.02,,4.17,5816,,
Kepler-1078 b,Confirmed,,0.17,3.00725242,2016,2021-02-05,,,14.398,14.024,13.932,1215,-0.01,0.94,0.92,,4.37,5612,,
Kepler-1079 b,Confirmed,,0.145,13.24503188,2016,2021-02-05,,,11.422,11.151,11.056,481,0.21,1.08,1.36,,6.61,5758,,
Kepler-108 b,Confirmed,,0.772,49.183921,2014,2021-02-05,,,11.43,11.065,10.983,729,-0.026,0.87,2.19,,,5854,,
Kepler-108 c,Confirmed,,0.73,190.323494,2014,2021-02-05,,,11.43,11.065,10.983,729,-0.026,0.87,2.19,,,5854,,
Kepler-1080 b,Confirmed,,0.293,77.2548396,2016,2021-02-05,,,12.448,12.215,12.176,688,0.09,1.1,1.16,,3.89,5956,,
Kepler-1081 b,Confirmed,,0.09,3.85691855,2016,2021-02-05,,,12.388,11.989,11.907,425,0.01,0.88,0.84,,4.68,5345,,
Kepler-1082 b,Confirmed,,0.1,1.5432066,2016,2021-02-05,,,12.331,11.988,11.97,628,-0.06,1.03,1.14,,5.75,5923,,
Kepler-1083 b,Confirmed,,0.3,33.4177993,2016,2021-02-05,,,14.386,13.932,13.815,912,-0.02,0.81,0.77,,4.68,5049,,
Kepler-1084 b,Confirmed,,0.099,2.05333679,2016,2021-02-05,,,11.178,10.904,10.836,427,-0.02,1.12,1.28,,4.07,6113,,
Kepler-1085 b,Confirmed,,0.644,219.3217528,2016,2021-02-05,,,14.2,13.914,13.891,1518,0.08,1.11,1.14,,3.39,6000,,
Kepler-1085 c,Confirmed,,0.292,56.7771,2020,2021-02-05,,,14.2,13.914,13.891,1518,0.08,1.11,1.14,,3.39,6000,,
Kepler-1086 b,Confirmed,,0.218,18.78425728,2016,2021-02-05,,,13.691,13.067,12.941,464,0.06,0.7,0.66,,2.88,4350,,
Kepler-1086 c,Confirmed,,0.262,161.5163345,2016,2021-02-05,,,13.691,13.067,12.941,464,0.06,0.7,0.66,,2.88,4350,,
Kepler-1087 b,Confirmed,,0.054,0.69384285,2016,2021-02-05,,,11.66,11.312,11.213,354,0.01,0.96,0.94,,3.55,5589,,
Kepler-1088 b,Confirmed,,0.127,23.12748644,2016,2021-02-05,,,10.779,10.478,10.476,300,0.05,1.08,1.08,,3.02,5975,,
Kepler-1089 b,Confirmed,,0.163,5.13248562,2016,2021-02-05,,,13.255,12.627,12.386,227,-0.09,0.52,0.49,,3.72,3753,,
